scientificName,vernacularName,namePublishedIn,custom_TaxonAsRecorded,basisOfRecord,eventDate,locality,locationID,fieldNotes,custom_TransectStartLatitude,custom_TransectStartLongitude,custom_TransectEndLatitude,custom_TransectEndLongitude,geodeticDatum,coordinateUncertaintyInMeters,locationRemarks,verbatimCoordinates,verbatimCoordinateSystem,verbatimSRS,individualCount,custom_CoordinateBearing,custom_Transect,custom_InterceptPoint,decimalLongitude,decimalLatitude,taxonRank,coordinate_flag,taxonomic_flag,eventDate_flag
Crinum americanum,"Swamp-lily, Seven-sisters, String-lily",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,crinamer,Human Observation,2002-07-11,BICY,155-65,NA,26.1057,-81.284,26.1035,-81.2833,WGS84,314,Cell #K18,"17N 2887417 E, 471604 N",UTM,WGS84,1,170,155,65,-81.28371790402126,26.104255538733803,species,A,A,A
Rhynchospora microcarpa,Southern beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynmicr2,Human Observation,2004-04-28,BICY,406-92,NA,25.8144,-81.0821,25.8152,-81.0841,WGS84,314,Cell #AE50,"17N 2855128 E, 491772 N",UTM,WGS84,1,300,406,92,-81.08408642281783,25.81543803155527,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-07-12,BICY,157-42,NA,25.7641,-80.8619,25.7635,-80.8642,WGS84,314,"Cell #BA56, Lysiloma Hammock","17N 2849565 E, 513849 N",UTM,WGS84,1,270,157,42,-80.86294668383901,25.764099996237032,species,A,A,A
Ludwigia microcarpa,Smallfruit primrosewillow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ludwmicr,Human Observation,2002-08-28,BICY,229-65,NA,26.0141,-80.8956,26.0125,-80.894,WGS84,314,Cell #AX28,"17N 2877249 E, 510444 N",UTM,WGS84,1,140,229,65,-80.8945565835934,26.01297639081458,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2004-03-30,BICY,391-38,NA,26.1527,-80.8913,26.1549,-80.891,WGS84,314,Cell #AX13,"17N 2892602 E, 510865 N",UTM,WGS84,1,10,391,38,-80.8911350131217,26.153544448381115,species,A,A,A
Conoclinium coelestinum,Blue mistflower,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,conocoel,Human Observation,2004-04-07,BICY,439-49,NA,26.2498,-81.2265,26.2518,-81.2263,WGS84,314,Cell #Q02,"17N 2903369 E, 477380 N",UTM,WGS84,1,0,439,49,-81.2265,26.250905677085388,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-08-29,BICY,251-67,NA,25.784300000000002,-81.0757,25.7827,-81.0774,WGS84,314,Cell #AF54,"17N 2851797 E, 492406 N",UTM,WGS84,1,230,251,67,-81.07697927817061,25.783328136944732,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-06-17,BICY,337-21,NA,26.1778,-81.2369,26.1803,-81.2368,WGS84,314,Cell #P10,"17N 2895396 E, 476332 N",UTM,WGS84,1,0,337,21,-81.2369,26.17827386637435,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-06-16,BICY,335-8,NA,26.2329,-81.0986,26.2331,-81.0962,WGS84,314,Cell #AD04,"17N 2901479 E, 490153 N",UTM,WGS84,1,90,335,8,-81.09839983881777,26.232899999860624,species,A,A,A
Thelypteris interrupta,"Interrupted maiden fern, Hottentot fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,thelinte,Human Observation,2002-08-01,BICY,255-88,NA,26.1693,-81.2554,26.1675,-81.2543,WGS84,314,Cell #N11,"17N 2894454 E, 474478 N",UTM,WGS84,1,170,255,88,-81.25501788016253,26.16734443873045,species,A,A,A
Tillandsia balbisiana,"Reflexed wild-pine, Northern needleleaf",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillbalb,Human Observation,2003-02-21,BICY,498-11,NA,26.0064,-80.9098,26.0064,-80.9073,WGS84,314,Cell #AW29,"17N 2876396 E, 509026 N",UTM,WGS84,1,95,498,11,-80.90952635378332,26.006378365800863,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-04-29,BICY,404-71,NA,25.8211,-81.0303,25.8192,-81.0318,WGS84,314,Cell #AJ50,"17N 2855868 E, 496959 N",UTM,WGS84,1,220,404,71,-81.0314378768338,25.81987264001187,species,A,A,A
Salix caroliniana,Coastal Plain willow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,salicaro,Human Observation,2002-10-31,BICY,275-26,NA,25.9152,-81.2644,25.9145,-81.262,WGS84,314,Cell #M39,"17N 2866314 E, 473518 N",UTM,WGS84,1,100,275,26,-81.26376108615759,25.91509811693887,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-05-28,BICY,208-26,NA,26.2207,-81.1821,26.2226,-81.1838,WGS84,314,Cell #U05,"17N 2900139 E, 481814 N",UTM,WGS84,1,325,208,26,-81.18247308775311,26.2211805863559,NA,A,R,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-03-26,BICY,414-82,NA,26.2242,-81.0649,26.2242,-81.0674,WGS84,314,Cell #AG05,"17N 2900516 E, 493515 N",UTM,WGS84,1,270,414,82,-81.06695149946655,26.224199985362212,species,A,A,A
Elionurus tripsacoides,Pan-American balsamscale,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,eliotrip,Human Observation,2004-06-24,BICY,323-9,NA,26.2493,-81.0753,26.2505,-81.0773,WGS84,314,Cell #AF02,"17N 2903294 E, 492483 N",UTM,WGS84,1,300,323,9,-81.07549504029157,26.249401541654922,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-04-29,BICY,419-69,NA,25.8155,-81.0426,25.8165,-81.0447,WGS84,314,Cell #AI50,"17N 2855253 E, 495730 N",UTM,WGS84,1,300,419,69,-81.04408982762844,25.81627852610696,species,A,A,A
Hyptis alata,"Musky mint, Clustered bushmint",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,hyptalat,Human Observation,2002-07-10,BICY,150-10,NA,26.0769,-81.3107,26.0753,-81.3127,WGS84,314,Cell #H21,"17N 2884234 E, 468923 N",UTM,WGS84,1,230,150,10,-81.31089141049704,26.076754952391212,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-05-08,BICY,174-19,NA,25.9,-81.0625,25.8982,-81.0612,WGS84,314,Cell #AG41,"17N 2864610 E, 493737 N",UTM,WGS84,1,150,174,19,-81.06226298029705,25.899628689027427,NA,A,R,A
Rhus copallinum,Winged sumac,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhuscopa,Human Observation,2004-04-01,BICY,327-71,NA,26.179,-81.0835,26.1788,-81.0859,WGS84,314,Cell #AE10,"17N 2895514 E, 491661 N",UTM,WGS84,1,270,327,71,-81.08527561259757,26.178999989047753,species,A,A,A
Hydrolea corymbosa,Skyflower,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,hydrcory,Human Observation,2002-11-05,BICY,294-9,NA,26.0816,-81.2488,26.0798,-81.2476,WGS84,314,Cell #O21,"17N 2884745 E, 475114 N",UTM,WGS84,1,150,294,9,-81.24868755464323,26.08142412032108,species,A,A,A
Rhynchospora tracyi,Tracy's beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyntrac,Human Observation,2002-08-27,BICY,235-12,NA,26.0528,-80.905,26.0506,-80.905,WGS84,314,"Cell #AW24, endpoint estimated using arcmap","17N 2881537 E, 509501 N",UTM,WGS84,1,180,235,12,-80.905,26.052529214505338,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2002-06-17,BICY,145-51,NA,25.8329,-81.1112,25.8339,-81.1134,WGS84,314,"Cell #AB48, W of Monroe Station S of Tamiami Trai","17N 2857179 E, 488852 N",UTM,WGS84,1,305,145,51,-81.1122417273034,25.833560110025378,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2002-05-31,BICY,203-93,NA,26.2044,-81.066,26.2044,-81.066,WGS84,314,Cell #AG07 (was mislabeled as AD31),"17N 2898326 E, 493407 N",UTM,WGS84,1,50,203,93,-81.0642179249942,26.20574890652723,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2003-02-11,BICY,483-91,NA,25.9591,-81.0174,25.9591,-81.0199,WGS84,314,Cell #AL34,"17N 2871156 E, 498259 N",UTM,WGS84,1,270,483,91,-81.01967153913365,25.959099982181773,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-03-30,BICY,389-28,NA,26.1428,-80.8861,26.142,-80.8883,WGS84,314,Cell #AY14,"17N 2891503 E, 511389 N",UTM,WGS84,1,250,389,28,-80.88675780755968,26.14258390164379,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-08-02,BICY,199-55,NA,25.8494,-80.995,25.8502,-80.9974,WGS84,314,Cell #AN46,"17N 2859003 E, 500497 N",UTM,WGS84,1,295,199,55,-80.99624313273061,25.8499245209863,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2004-04-15,BICY,387-10,NA,26.2539,-81.0377,26.2532,-81.0356,WGS84,314,Cell #AJ02,"17N 2903800 E, 496238 N",UTM,WGS84,1,120,387,10,-81.03748328042805,26.253787175698967,species,A,A,A
Persea palustris,Swamp bay,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,perspalu,Human Observation,2002-05-21,BICY,215-21,NA,26.2303,-80.9066,26.2305,-80.9043,WGS84,314,Cell #AW04,"17N 2901187 E, 509327 N",UTM,WGS84,1,90,215,21,-80.90607458858165,26.230299999039712,species,A,A,A
Fuirena scirpoidea,Southern umbrellasedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fuirscir,Human Observation,2002-08-27,BICY,230-77,NA,26.043,-80.9091,26.0433,-80.9065,WGS84,314,Cell #AW25,"17N 2880453 E, 509098 N",UTM,WGS84,1,90,230,77,-80.90717656256207,26.042999987195273,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-06-17,BICY,143-24,NA,25.8434,-81.104,25.8413,-81.1032,WGS84,314,"Cell #AC47, W of Monroe Station, S of Tamiami Trai","17N 2858349 E, 489583 N",UTM,WGS84,1,170,143,24,-81.10389607146693,25.842866641222123,species,A,A,A
Amphicarpum muhlenbergianum,Blue-maidencane,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,amphmuhl,Human Observation,2002-09-19,BICY,220-88,NA,26.1911,-80.8875,26.1922,-80.8853,WGS84,314,Cell #AY09,"17N 2896849 E, 511241 N",UTM,WGS84,1,60,220,88,-80.88559387353435,26.192092848382913,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2003-02-11,BICY,492-4,NA,25.8735,-81.2566,25.8756,-81.2553,WGS84,314,Cell #N44,"17N 2861698 E, 474294 N",UTM,WGS84,1,50,492,4,-81.2565235672608,25.8735580206026,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2004-05-04,BICY,344-14,NA,25.8178,-80.8904,25.8156,-80.8909,WGS84,314,Cell #AX50,"17N 2855514 E, 510987 N",UTM,WGS84,1,190,344,14,-80.8904606120512,25.817488872963782,NA,A,R,A
Acer rubrum,Red maple,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acerrubr,Human Observation,2004-04-15,BICY,338-12,NA,26.252,-81.045,26.2528,-81.0473,WGS84,314,Cell #AI02,"17N 2903598 E, 495510 N",UTM,WGS84,1,300,338,12,-81.0452600598085,26.25213538876314,species,A,A,A
Chrysobalanus icaco,Coco-plum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,chryicac,Human Observation,2004-04-06,BICY,434-23,NA,25.8173,-81.1012,25.8187,-81.1007,WGS84,314,Cell #AC50,"17N 2855456 E, 489854 N",UTM,WGS84,1,20,434,23,-81.10100387122024,25.817787721364656,species,A,A,A
Bacopa caroliniana,"Lemon hyssop, Lemon bacopa, Blue waterhyssop",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,bacocaro,Human Observation,2004-04-01,BICY,402-84,NA,26.1781,-81.0927,26.1782,-81.0902,WGS84,314,Cell #AD10,"17N 2895406 E, 490734 N",UTM,WGS84,1,90,402,84,-81.09059929137084,26.178099984670503,species,A,A,A
Rapanea punctata,"Myrsine, Colicwood",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rapapunc,Human Observation,2003-02-05,BICY,466-88,NA,26.1795,-80.9152,26.1814,-80.9138,WGS84,314,Cell #AV10,"17N 2895561 E, 508470 N",UTM,WGS84,1,30,466,88,-80.91409959951712,26.18121968419084,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-06-17,BICY,337-81,NA,26.1778,-81.2369,26.1803,-81.2368,WGS84,314,Cell #P10,"17N 2895396 E, 476332 N",UTM,WGS84,1,0,337,81,-81.2369,26.179627770129127,species,A,A,A
Taxodium distichum,Bald cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxodist,Human Observation,2002-08-01,BICY,192-94,NA,26.1696,-81.2652,26.1718,-81.2654,WGS84,314,Cell #M11,"17N 2894488 E, 473501 N",UTM,WGS84,1,355,192,94,-81.26540487394408,26.17171304668553,species,A,A,A
Quercus laurifolia,"Laurel oak, Diamond oak",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,querlaur,Human Observation,2002-08-01,BICY,193-71,NA,26.1696,-81.2652,26.1674,-81.2645,WGS84,314,Cell #M11,"17N 2894488 E, 473501 N",UTM,WGS84,1,170,193,71,-81.26489169698513,26.168022217798246,species,A,A,A
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2004-04-01,BICY,403-89,NA,26.1781,-81.0927,26.1803,-81.0924,WGS84,314,Cell #AD10,"17N 2895406 E, 490734 N",UTM,WGS84,1,10,403,89,-81.09231349590463,26.180077779566354,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-08-23,BICY,236-70,NA,25.8448,-81.2201,25.8471,-81.2204,WGS84,314,Cell #Q47,"17N 2858519 E, 477943 N",UTM,WGS84,1,0,236,70,-81.2201,25.846379627221072,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-09-18,BICY,233-83,NA,25.7252,-81.0306,25.7256,-81.033,WGS84,314,Cell #AJ60,"17N 2845250 E, 496927 N",UTM,WGS84,1,290,233,83,-81.03254308164351,25.725840596751752,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2002-07-17,BICY,164-57,NA,26.0432,-81.0379,26.0418,-81.0359,WGS84,314,"Cell #AJ25, Central Pines","17N 2880474 E, 496209 N",UTM,WGS84,1,130,164,57,-81.03680927855248,26.04237322133755,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-06-17,BICY,144-88,NA,25.8329,-81.1112,25.8352,-81.1114,WGS84,314,"Cell #AB48, W of Monroe Station S of Tamiami Trai","17N 2857179 E, 488852 N",UTM,WGS84,1,5,144,88,-81.11100874938381,25.834878263505285,species,A,A,A
Crinum americanum,"Swamp-lily, Seven-sisters, String-lily",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,crinamer,Human Observation,2002-07-11,BICY,154-83,NA,26.1057,-81.284,26.1051,-81.2863,WGS84,314,Cell #K18,"17N 2887417 E, 471604 N",UTM,WGS84,1,270,154,83,-81.28607442022034,26.10569998508085,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-05-18,BICY,364-7,NA,26.2236,-81.0959,26.222,-81.0973,WGS84,314,Cell #AD05,"17N 2900452 E, 490421 N",UTM,WGS84,1,220,364,7,-81.0960125694166,26.223478999820507,species,A,A,A
Bacopa caroliniana,"Lemon hyssop, Lemon bacopa, Blue waterhyssop",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,bacocaro,Human Observation,2002-05-28,BICY,208-57,NA,26.2207,-81.1821,26.2226,-81.1838,WGS84,314,Cell #U05,"17N 2900139 E, 481814 N",UTM,WGS84,1,325,208,57,-81.1829179271581,26.2217535918575,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2003-06-04,BICY,525-16,NA,25.98,-80.8747,25.981,-80.8767,WGS84,314,Cell #AZ32,"17N 2873479 E, 512543 N",UTM,WGS84,1,305,525,16,-80.87502722075153,25.98020708994763,NA,A,R,A
Conocarpus erectus,Buttonwood,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,conoerec,Human Observation,2003-06-04,BICY,520-58,NA,25.8672,-81.353,25.8671,-81.3506,WGS84,314,Cell #D44 (originally labeled E45),"17N 2861021 E, 464635 N",UTM,WGS84,1,90,520,58,-81.35155332753263,25.867199992791033,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-29,BICY,251-54,NA,25.784300000000002,-81.0757,25.7827,-81.0774,WGS84,314,Cell #AF54,"17N 2851797 E, 492406 N",UTM,WGS84,1,230,251,54,-81.07673106164845,25.783516708277972,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-10-31,BICY,275-35,NA,25.9152,-81.2644,25.9145,-81.262,WGS84,314,Cell #M39,"17N 2866314 E, 473518 N",UTM,WGS84,1,100,275,35,-81.26353992392951,25.915062849069,NA,A,R,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-27,BICY,230-90,NA,26.043,-80.9091,26.0433,-80.9065,WGS84,314,Cell #AW25,"17N 2880453 E, 509098 N",UTM,WGS84,1,90,230,90,-80.90685182637131,26.042999982506608,species,A,A,A
Schinus terebinthifolius,Brazilian-pepper,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,schitere,Human Observation,2004-06-22,BICY,310-74,NA,26.1685,-81.2779,26.1671,-81.2762,WGS84,314,Cell #L11,"17N 2894377 E, 472231 N",UTM,WGS84,1,170,310,74,-81.27757867329474,26.166855550671237,species,A,A,A
Fraxinus caroliniana,"Water ash, Carolina ash, Pop ash",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fraxcaro,Human Observation,2003-02-06,BICY,453-55,NA,25.953,-81.3496,25.9508,-81.3501,WGS84,314,Cell #D35,"17N 2870527 E, 464999 N",UTM,WGS84,1,200,453,55,-81.35006953345321,25.95183373038586,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2002-07-18,BICY,165-63,NA,25.9962,-81.081,25.9955,-81.0835,WGS84,314,Cell #AE30,"17N 2875262 E, 491889 N",UTM,WGS84,1,260,165,63,-81.08254919544203,25.995953127380485,species,A,A,A
Ludwigia repens,Creeping primrosewillow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ludwrepe,Human Observation,2003-02-06,BICY,454-38,NA,25.953,-81.3496,25.9516,-81.3514,WGS84,314,Cell #D35,"17N 2870527 E, 464999 N",UTM,WGS84,1,240,454,38,-81.3504214272395,25.952571248048354,species,A,A,A
Persea palustris,Swamp bay,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,perspalu,Human Observation,2002-12-20,BICY,464-53,NA,26.0673,-81.3019,26.0695,-81.3018,WGS84,314,Cell #I22,"17N 2883173 E, 469804 N",UTM,WGS84,1,5,464,53,-81.30178458741196,26.06849141568431,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2004-03-11,BICY,396-54,NA,25.7899,-80.9758,25.7919,-80.9773,WGS84,314,Cell #AP53,"17N 2852419 E, 502423 N",UTM,WGS84,1,325,396,54,-80.97657205609023,25.79089819928609,species,A,A,A
Persea palustris,Swamp bay,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,perspalu,Human Observation,2003-05-13,BICY,610-64,NA,26.1457,-81.2422,26.1436,-81.2431,WGS84,314,Cell #O14,"17N 2891842 E, 475791 N",UTM,WGS84,1,210,610,64,-81.24300004035413,26.14444930917816,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-05-09,BICY,182-20,NA,25.9254,-80.8441,25.927,-80.8422,WGS84,314,Cell #BC38,"17N 2867427 E, 515616 N",UTM,WGS84,1,50,182,20,-80.84371766834109,25.92569010052842,species,A,A,A
Tillandsia setacea,"Thin-leaved wild-pine, Southern needleleaf",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillseta,Human Observation,2003-01-03,BICY,458-46,NA,26.2306,-80.9468,26.2319,-80.9444,WGS84,314,Cell #AS04,"17N 2901222 E, 505314 N",UTM,WGS84,1,60,458,46,-80.94580328333967,26.231118989237313,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-05-18,BICY,364-69,NA,26.2236,-81.0959,26.222,-81.0973,WGS84,314,Cell #AD05,"17N 2900452 E, 490421 N",UTM,WGS84,1,220,364,69,-81.09700960265269,26.222407280008397,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2004-05-05,BICY,331-43,NA,26.2506,-81.0295,26.2527,-81.0285,WGS84,314,Cell #AK02,"17N 2903435 E, 497051 N",UTM,WGS84,1,30,331,43,-81.0289619814668,26.25144029301866,NA,A,R,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-03-31,BICY,321-63,NA,26.1331,-81.0631,26.1352,-81.0633,WGS84,314,Cell #AG15,"17N 2890423 E, 493688 N",UTM,WGS84,1,0,321,63,-81.0631,26.134521607854175,species,A,A,A
